"","date","amount.x","cum_rolling_365_all","amount.y","cum_rolling_365_private","cum_rolling_365_health","cum_rolling_365_pubad","cum_rolling_365_realestate","cum_rolling_365_computing","cum_rolling_365_management","cum_rolling_365_bussup","cum_rolling_365_residential","cum_rolling_365_socialwork","cum_rolling_365_legal","cum_rolling_365_transport","cum_rolling_365_private2","cum_rolling_365_pubad2","cum_rolling_365_computing2","cum_rolling_365_legal2","cum_rolling_365_management2","cum_rolling_365_realestate2","cum_rolling_365_transport2","cum_rolling_365_health2","cum_rolling_365_bussup2","cum_rolling_365_residential2","cum_rolling_365_socialwork2","Rolling_Percent"
"363",2018-04-19,70650,30344651169,70650,1851711841,1291686338,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851711841,0.117746547162491,0.145841389817032,0.0962235381694857,0.276397706906854,0.210706795223664,0.0904484314126472,4.25671836135517,0.266647336129738,0.291514034903026,0.089073694897547,6.10226768034725
"364",2018-04-20,279023,30344930192,279023,1851990864,1291965361,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851990864,0.117745464477686,0.145840048798884,0.0962226533897178,0.276395165417489,0.210704857765191,0.0904475997352461,4.25759872514259,0.266644884295472,0.291511354418343,0.0890728758609101,6.10313107422554
"365",2018-04-21,60998,30344991190,60998,1852051862,1292026359,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852051862,0.117745227791579,0.145839755638433,0.0962224599677005,0.276394609821602,0.21070443421671,0.0904474179219559,4.25779118178086,0.266644348299117,0.291510768436641,0.0890726968110219,6.103319821066
"366",2018-04-22,33783,30345024973,33783,1852085645,1292060142,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852085645,0.117745096706268,0.145839593275592,0.0962223528436046,0.276394302112542,0.210704199640271,0.0904473172271922,4.25789777121499,0.266644051444986,0.29151044389882,0.0890725976467299,6.10342435588016
"367",2018-04-23,-41391,30344983582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852085645,0.117745257312296,0.145839792202923,0.0962224840922967,0.2763946791184,0.210704487043871,0.0904474405986515,4.25790357904963,0.26664441515136,0.291510841523315,0.0890727191430517,6.10343268103997
"368",2018-04-24,373345,30345356927,71856,1852157501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852157501,0.117743808668829,0.14583799790677,0.0962213002478157,0.276391278579341,0.210701894704394,0.0904463278056865,4.25785119320966,0.26664113457175,0.291507255007085,0.0890716232635598,6.10359438333721
"369",2018-04-25,251684,30345608611,64462,1852221963,1292085965,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852221963,0.117742832111294,0.145836788338323,0.0962205021962082,0.276388986212645,0.210700147160084,0.0904455776512289,4.25790097527202,0.266638923071952,0.291504837269714,0.0890708845107895,6.10375618674719
"370",2018-04-26,191739,30345800350,102693,1852324656,1292134983,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852324656,0.117742088156854,0.145835866873091,0.0962198942299441,0.276387239857393,0.210698815857727,0.0904450061736467,4.25803560326924,0.266637238322172,0.291502995405425,0.0890703217191634,6.10405602961795
"371",2018-04-27,1054491,30346854841,30029,1852354685,1292165012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852354685,0.117737996860641,0.145830799375655,0.0962165507858535,0.276377635967353,0.210691494505772,0.0904418633950786,4.25798659785404,0.2666279732247,0.291492866273865,0.0890672267080621,6.10394287877696
"372",2018-04-28,42716,30346897557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852354685,0.117737831133774,0.14583059410563,0.0962164153523656,0.276377246940861,0.210691197938458,0.0904417360899849,4.25798060435322,0.266627597921739,0.291492455971321,0.0890671013378938,6.1039342869259
"373",2018-04-29,29324,30346926881,29324,1852384009,NA,NA,NA,NA,NA,NA,NA,NA,NA,27475585,1852384009,0.117737717364621,0.145830453190658,0.0962163223791899,0.276376979879672,0.210690994349188,0.090538277920992,4.25797648989959,0.26662734028156,0.291492174304422,0.0890670152730448,6.10402501796571
"374",2018-04-30,3113983431,30968250355,185034025,1894507915,1329153946,36566577,62418416,49460304,76095736,87326199,89127000,27822919,29274149,28257539,1894507915,0.118077632997746,0.159712942878655,0.0945295541866915,0.245721779976872,0.201556159242048,0.091246804956928,4.29198915264323,0.281986221368495,0.287801212462137,0.0898433675814941,6.11758137215563
"375",2018-05-01,-30364,30968219991,114057,1894621972,1329268003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894621972,0.11807774877157,0.159713099475443,0.0945296468718824,0.245722020904382,0.201556356865652,0.0912468944234193,4.29236166426844,0.281986497852892,0.287801494648069,0.0898434556719305,6.11795567375398
"376",2018-05-02,37526,30968257517,37526,1894659498,1329305529,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894659498,0.118077605690042,0.159712905941992,0.0945295323249297,0.245721723149025,0.201556112628344,0.0912467838543646,4.29247763866042,0.281986156153805,0.287801145902619,0.0898433468035024,6.11806943596981
"377",2018-05-03,211072,30968468589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894659498,0.118076800907709,0.159711817385663,0.0945288880393594,0.245720048381822,0.201554738880989,0.0912461619430451,4.29244838239166,0.28198423421886,0.28779918433441,0.0898427344575983,6.11802773700274
"378",2018-05-04,13593291,30982061880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894659498,0.118024995049167,0.159641744282773,0.0944874137602103,0.24561223941368,0.201466307316019,0.0912061279505778,4.29056508294599,0.281860514442946,0.287672913265771,0.0898033162149246,6.11534346983881
"379",2018-05-05,30586,30982092466,30586,1894690084,1329336115,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894690084,0.11802487853307,0.159641586681978,0.0944873204807767,0.245611996941485,0.20146610842537,0.0912060379104802,4.29065956877775,0.281860236185895,0.28767262927063,0.0898032275597044,6.11543615422118
"380",2018-05-06,30674,30982123140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894690084,0.118024761681972,0.159641428628058,0.0944872269331507,0.245611753772146,0.201465908962881,0.0912059476115038,4.29065532078961,0.281859957128813,0.28767234445896,0.0898031386495871,6.11543009960421
"381",2018-05-07,2584829,30984707969,136924,1894827008,NA,NA,NA,NA,NA,87463123,NA,NA,NA,NA,1894827008,0.118014915733867,0.159628110903884,0.0944793445505073,0.245591264168548,0.201449102126279,0.091198338962147,4.29029738259916,0.282278351913164,0.287648346045962,0.0897956470263869,6.11536184202789
"382",2018-05-08,132687,30984840656,132687,1894959695,NA,NA,NA,NA,NA,87595810,NA,NA,NA,NA,1894959695,0.118014410356243,0.159627427325247,0.0944789399597292,0.245590212468188,0.201448239456778,0.0911979484216845,4.29027901017326,0.282705375097799,0.287647114243724,0.0897952624926999,6.11576388608297
"383",2018-05-09,714450,30985555106,523689,1895483384,1329626272,36800109,NA,NA,NA,NA,NA,NA,NA,NA,1895483384,0.118765369457183,0.15962374671294,0.094476761509854,0.245584549767401,0.201443594560336,0.0911958456233313,4.29111651365101,0.282698856613474,0.287640481815159,0.089793192036803,6.11731297863036
"384",2018-05-10,124099,30985679205,124099,1895607483,NA,36924208,NA,NA,NA,NA,NA,NA,NA,NA,1895607483,0.119165398168976,0.159623107412856,0.0944763831262933,0.245583566190541,0.201442787769932,0.0911954803799822,4.29109932754175,0.282697724392193,0.287639329802453,0.0897928324111429,6.1176889828967
"385",2018-05-11,5161423,30990840628,957500,1896564983,1330583772,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896564983,0.119145551562223,0.159596522707141,0.0944606483941291,0.24554266505197,0.201409238133429,0.0911802920714242,4.29347428155217,0.282650642012136,0.287591424414201,0.0897778777090099,6.11975972438278
"386",2018-05-12,378208,30991218836,378208,1896943191,1330961980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896943191,0.119144097543876,0.159594575036674,0.094459495623304,0.245539668519283,0.201406780192503,0.0911791793331326,4.29464225670895,0.282647192624277,0.287587914730441,0.0897767820853834,6.12090541207264
"387",2018-05-13,299246,30991518082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896943191,0.119142947119605,0.159593034033163,0.0944585835470982,0.245537297652407,0.201404835461264,0.0911782989308036,4.29460078876558,0.282644463456845,0.287585137856688,0.0897759152242357,6.12084631020948
"388",2018-05-14,514657,30992032739,249146,1897192337,1331211126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1897192337,0.119140968619122,0.159590383814224,0.0944570149577887,0.245533220233864,0.201401490911093,0.0911767848142502,4.29533337555113,0.28263976983275,0.287580362187226,0.0897744243958157,6.12154857016718
"389",2018-05-15,1268755,30993301494,684960,1897877297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1897877297,0.11913609141365,0.159583850754251,0.0944531482251647,0.245523168981308,0.201393246253819,0.0911730523625254,4.2951575399533,0.282628199570664,0.287568589674947,0.0897707493517147,6.12350800177713
"390",2018-05-16,53338,30993354832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1897877297,0.119135886386447,0.159583576118495,0.0944529856760619,0.245522746448322,0.201392899666203,0.0911728954583022,4.29515014820387,0.282627713181792,0.287568094783912,0.0897705948607842,6.1234974635288
"391",2018-05-17,274113,30993628945,219513,1898096810,1331291957,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898096810,0.11913483272812,0.159582164733824,0.0944521503175658,0.245520575002806,0.201391118512663,0.0911720891094897,4.29537295991526,0.28262521357355,0.287565551482084,0.0897698009141601,6.12415155827116
"392",2018-05-18,796107,30994425052,NA,NA,1331336798,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898096810,0.119131772691545,0.1595780657877,0.0944497242677873,0.24551426868649,0.201385945683068,0.0911697473096911,4.29540730556024,0.282617954206405,0.287558165219938,0.0897674951328211,6.12399425643651
"393",2018-05-19,605000,30995030052,605000,1898701810,NA,NA,63023416,NA,NA,NA,NA,NA,NA,NA,1898701810,0.119129447327693,0.159574950942203,0.0944478806792157,0.245509476430044,0.2033339406165,0.0911679677438372,4.2953234623952,0.282612437713535,0.287552552297813,0.0897657429378898,6.12582664644806
"394",2018-05-20,26466,30995056518,26466,1898728276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898728276,0.119129345605667,0.159574814684647,0.0944478000322387,0.245509266794879,0.203333766994101,0.091167889897506,4.29531979471256,0.282612196396963,0.287552306762985,0.0897656662888877,6.12590680354894
"395",2018-05-21,174385,30995230903,174385,1898902661,1331511183,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898902661,0.119128675361557,0.159573916886719,0.0944472686511478,0.245507885513557,0.203332623000076,0.0911673769698066,4.29585824724772,0.282610606367581,0.287550688939612,0.089765161250362,6.12643495685721
"396",2018-05-22,78129,30995309032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898902661,0.11912837507727,0.159573514653254,0.0944470305805854,0.245507266668765,0.203332110465276,0.0911671471667745,4.29584741879918,0.282609893999007,0.287549964118712,0.0897649349818555,6.12641951412566
"397",2018-05-23,0,30995309032,0,1898902661,NA,NA,NA,NA,76095736,NA,NA,NA,NA,NA,1898902661,0.11912837507727,0.159573514653254,0.0944470305805854,0.245507266668765,0.203332110465276,0.0911671471667745,4.29584741879918,0.282609893999007,0.287549964118712,0.0897649349818555,6.12641951412566
"398",2018-05-24,89046,30995398078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898902661,0.119128032835972,0.159573056218001,0.0944467592457807,0.245506561356318,0.203331526316911,0.091166885254675,4.29583507735325,0.282609082095235,0.287549138022721,0.0897646770981407,6.12640191366927
"399",2018-05-29,2977396,30998375474,77255,1898979916,1331588438,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898979916,0.119116590580595,0.159557729215471,0.0944376876283526,0.245482980434977,0.203311996310455,0.0911581286693592,4.29567168484966,0.282581937474341,0.28752151890913,0.0897560551950104,6.12606269510083
"400",2018-05-30,76800,30998452274,49899,1899029815,1331638337,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899029815,0.119116295464113,0.159557333904328,0.094437453654916,0.245482372240324,0.203311492596232,0.091157902821171,4.29582201469108,0.282581237365425,0.287520806562189,0.0897558328205196,6.12620849006973
"401",2018-05-31,3249371448,31668138901,185162749,1944187632,1357691531,38399589,62427358,50174196,84192216,93960918,89133222,27947987,29610499,29802357,1944187632,0.121256222602925,0.15843746346084,0.0935024918659333,0.265857795632384,0.197129860378466,0.0941083310679142,4.28724761895347,0.296704894132673,0.281460247091393,0.0882526980425663,6.13925446669873
"402",2018-06-04,38116,31668177017,38116,1944225748,1357548086,NA,NA,NA,84299101,NA,NA,NA,NA,NA,1944225748,0.121256076658238,0.158437272764598,0.0935023793257964,0.266194991125466,0.197129623111832,0.0941082177985856,4.28678949619123,0.296704537016956,0.28145990832422,0.0882525918211113,6.1393674380319
"403",2018-06-05,153538,31668330555,63776,1944289524,1357611862,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944289524,0.121255488770744,0.158436504611002,0.0935019259969323,0.266193700528651,0.197128667365585,0.0941077615324266,4.28697009980418,0.296703098500293,0.281458543718299,0.0882521639448638,6.13953905976589
"404",2018-06-06,17180962,31685511517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944289524,0.121189739920713,0.15835059494962,0.0934512260725641,0.266049361250714,0.197021777497599,0.094056733103426,4.28464555881198,0.296542215989121,0.281305927323212,0.0882043106200298,6.13620999287591
"405",2018-06-07,-1215145,31684296372,106885,1944396409,NA,NA,NA,NA,84405986,NA,NA,NA,NA,NA,1944396409,0.121194387747031,0.158356667955991,0.0934548100811459,0.266396908452703,0.197029333607573,0.0940603403342007,4.28480988203275,0.296553588871978,0.281316715869281,0.0882076934007541,6.13678267041555
"406",2018-06-08,882388,31685178760,882388,1945278797,1358269483,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945278797,0.121191012652504,0.158352257943834,0.0934522074951361,0.266389489670659,0.19702384661566,0.0940577208850186,4.28676604064076,0.296545330268479,0.281308881591426,0.0882052369396195,6.13939662999711
"407",2018-06-11,6011444,31691190204,2017152,1947295949,1360286635,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947295949,0.121168024150615,0.158322220393184,0.0934344807165451,0.266338958734805,0.196986473521971,0.0940398792476983,4.29231791625266,0.296489079126288,0.281255520623362,0.0881885054492919,6.14459708349551
"408",2018-06-13,-1836628,31689353576,-1898002,1945397947,1358323288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945397947,0.121175046716895,0.158331396314753,0.093439895922729,0.266354395010206,0.196997890317584,0.0940453295411203,4.28637108277503,0.296506262819957,0.28127182142177,0.0881936166131406,6.13896380793754
"409",2018-06-14,2706700,31692060276,1393303,1946791250,1359532632,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946791250,0.121164697610649,0.158317873824051,0.0934319155716855,0.26633164668035,0.196981065466657,0.0940372974822623,4.28982092095021,0.296480939332163,0.281247799050475,0.0881860843271356,6.1428358808035
"410",2018-06-15,269483,31692329759,50403,1946841653,NA,NA,NA,NA,84456389,NA,NA,NA,NA,NA,1946841653,0.121163667335297,0.158316527631584,0.0934311211109092,0.266488420517637,0.196979390517265,0.094036497873864,4.2897844441806,0.296478418325547,0.281245407572752,0.0881853344721788,6.14294268614675
"411",2018-06-18,336554,31692666313,270566,1947112219,1359803198,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947112219,0.121162380661702,0.158314846420539,0.0934301289376025,0.266485590596576,0.196977298733597,0.0940354992718785,4.29059260767284,0.296475269931638,0.281242420942786,0.0881843980054655,6.14373117039167
"412",2018-06-19,212429,31692878742,212429,1947324648,1360015627,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947324648,0.121161568542248,0.158313785277915,0.0934295027001116,0.266483804414008,0.196975978446761,0.0940348689767501,4.29123412256546,0.296473282736166,0.28124053584908,0.0881838069287243,6.14436026418569
"413",2018-06-20,1411936,31694290678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947324648,0.121156170965058,0.158306732621808,0.0934253405473863,0.266471932935934,0.196967203444413,0.09403067985581,4.29104295413063,0.296460075269081,0.281228006979409,0.0881798784643556,6.14408654159186
"414",2018-06-21,-10954,31694279724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947324648,0.121156212838377,0.158306787334897,0.0934253728365309,0.266472025032475,0.196967271519118,0.0940307123541685,4.29104443717694,0.296460177729957,0.281228104175863,0.0881799089405929,6.14408866507674
